Tỉnh Thành Phố,Mã TP,Quận Huyện,Mã QH,Phường Xã,Mã PX
Thành phố Hà Nội,1,Huyện Phúc Thọ,272,Xã Phụng Thượng,9769
Thành phố Hà Nội,1,Huyện Phúc Thọ,272,Xã Tam Thuấn,9772
Thành phố Hà Nội,1,Huyện Phúc Thọ,272,Xã Tam Hiệp,9775
Thành phố Hà Nội,1,Huyện Phúc Thọ,272,Xã Hiệp Thuận,9778
Thành phố Hà Nội,1,Huyện Phúc Thọ,272,Xã Liên Hiệp,9781
Thành phố Hà Nội,1,Huyện Đan Phượng,273,Thị trấn Phùng,9784
Thành phố Hà Nội,1,Huyện Đan Phượng,273,Xã Trung Châu,9787
Thành phố Hà Nội,1,Huyện Đan Phượng,273,Xã Thọ An,9790
Thành phố Hà Nội,1,Huyện Đan Phượng,273,Xã Thọ Xuân,9793
Thành phố Hà Nội,1,Huyện Đan Phượng,273,Xã Hồng Hà,9796
Thành phố Hà Nội,1,Huyện Đan Phượng,273,Xã Liên Hồng,9799
Thành phố Hà Nội,1,Huyện Đan Phượng,273,Xã Liên Hà,9802
Thành phố Hà Nội,1,Huyện Đan Phượng,273,Xã Hạ Mỗ,9805
Thành phố Hà Nội,1,Huyện Đan Phượng,273,Xã Liên Trung,9808
Thành phố Hà Nội,1,Huyện Đan Phượng,273,Xã Phương Đình,9811
Thành phố Hà Nội,1,Huyện Đan Phượng,273,Xã Thượng Mỗ,9814
Thành phố Hà Nội,1,Huyện Đan Phượng,273,Xã Tân Hội,9817
Thành phố Hà Nội,1,Huyện Đan Phượng,273,Xã Tân Lập,9820
Thành phố Hà Nội,1,Huyện Đan Phượng,273,Xã Đan Phượng,9823
Thành phố Hà Nội,1,Huyện Đan Phượng,273,Xã Đồng Tháp,9826
Thành phố Hà Nội,1,Huyện Đan Phượng,273,Xã Song Phượng,9829
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Thị trấn Trạm Trôi,9832
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã Đức Thượng,9835
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã Minh Khai,9838
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã Dương Liễu,9841
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã Di Trạch,9844
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã Đức Giang,9847
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã Cát Quế,9850
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã Kim Chung,9853
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã Yên Sở,9856
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã Sơn Đồng,9859
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã Vân Canh,9862
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã Đắc Sở,9865
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã Lại Yên,9868
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã Tiền Yên,9871
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã Song Phương,9874
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã An Khánh,9877
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã An Thượng,9880
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã Vân Côn,9883
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã La Phù,9889
Thành phố Hà Nội,1,Huyện Hoài Đức,274,Xã Đông La,9892
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Đông Xuân,4939
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Thị trấn Quốc Oai,9895
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Sài Sơn,9898
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Phượng Cách,9901
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Yên Sơn,9904
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Ngọc Liệp,9907
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Ngọc Mỹ,9910
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Liệp Tuyết,9913
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Thạch Thán,9916
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Đồng Quang,9919
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Phú Cát,9922
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Tuyết Nghĩa,9925
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Nghĩa Hương,9928
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Cộng Hòa,9931
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Tân Phú,9934
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Đại Thành,9937
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Phú Mãn,9940
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Cấn Hữu,9943
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Tân Hòa,9946
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Hòa Thạch,9949
Thành phố Hà Nội,1,Huyện Quốc Oai,275,Xã Đông Yên,9952
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Yên Trung,4927
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Yên Bình,4930
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Tiến Xuân,4936
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Thị trấn Liên Quan,9955
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Đại Đồng,9958
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Cẩm Yên,9961
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Lại Thượng,9964
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Phú Kim,9967
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Hương Ngải,9970
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Canh Nậu,9973
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Kim Quan,9976
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Dị Nậu,9979
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Bình Yên,9982
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Chàng Sơn,9985
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Thạch Hoà,9988
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Cần Kiệm,9991
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Hữu Bằng,9994
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Phùng Xá,9997
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Tân Xã,10000
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Thạch Xá,10003
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Bình Phú,10006
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Hạ Bằng,10009
Thành phố Hà Nội,1,Huyện Thạch Thất,276,Xã Đồng Trúc,10012
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Thị trấn Chúc Sơn,10015
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Thị trấn Xuân Mai,10018
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Phụng Châu,10021
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Tiên Phương,10024
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Đông Sơn,10027
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Đông Phương Yên,10030
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Phú Nghĩa,10033
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Trường Yên,10039
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Ngọc Hòa,10042
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Thủy Xuân Tiên,10045
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Thanh Bình,10048
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Trung Hòa,10051
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Đại Yên,10054
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Thụy Hương,10057
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Tốt Động,10060
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Lam Điền,10063
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Tân Tiến,10066
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Nam Phương Tiến,10069
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Hợp Đồng,10072
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Hoàng Văn Thụ,10075
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Hoàng Diệu,10078
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Hữu Văn,10081
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Quảng Bị,10084
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Mỹ Lương,10087
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Thượng Vực,10090
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Hồng Phong,10093
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Đồng Phú,10096
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Trần Phú,10099
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Văn Võ,10102
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Đồng Lạc,10105
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Hòa Chính,10108
Thành phố Hà Nội,1,Huyện Chương Mỹ,277,Xã Phú Nam An,10111
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Thị trấn Kim Bài,10114
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Cự Khê,10120
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Bích Hòa,10126
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Mỹ Hưng,10129
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Cao Viên,10132
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Bình Minh,10135
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Tam Hưng,10138
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Thanh Cao,10141
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Thanh Thùy,10144
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Thanh Mai,10147
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Thanh Văn,10150
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Đỗ Động,10153
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Kim An,10156
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Kim Thư,10159
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Phương Trung,10162
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Tân Ước,10165
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Dân Hòa,10168
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Liên Châu,10171
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Cao Dương,10174
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Xuân Dương,10177
Thành phố Hà Nội,1,Huyện Thanh Oai,278,Xã Hồng Dương,10180
Thành phố Hà Nội,1,Huyện Thường Tín,279,Thị trấn Thường Tín,10183
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Ninh Sở,10186
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Nhị Khê,10189
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Duyên Thái,10192
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Khánh Hà,10195
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Hòa Bình,10198
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Văn Bình,10201
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Hiền Giang,10204
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Hồng Vân,10207
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Vân Tảo,10210
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Liên Phương,10213
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Văn Phú,10216
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Tự Nhiên,10219
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Tiền Phong,10222
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Hà Hồi,10225
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Thư Phú,10228
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Nguyễn Trãi,10231
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Quất Động,10234
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Chương Dương,10237
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Tân Minh,10240
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Lê Lợi,10243
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Thắng Lợi,10246
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Dũng Tiến,10249
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Thống Nhất,10252
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Nghiêm Xuyên,10255
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Tô Hiệu,10258
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Văn Tự,10261
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Vạn Điểm,10264
Thành phố Hà Nội,1,Huyện Thường Tín,279,Xã Minh Cường,10267
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Thị trấn Phú Minh,10270
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Thị trấn Phú Xuyên,10273
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Hồng Minh,10276
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Phượng Dực,10279
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Nam Tiến,10282
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Tri Trung,10288
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Đại Thắng,10291
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Phú Túc,10294
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Văn Hoàng,10297
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Hồng Thái,10300
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Hoàng Long,10303
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Quang Trung,10306
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Nam Phong,10309
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Nam Triều,10312
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Tân Dân,10315
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Sơn Hà,10318
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Chuyên Mỹ,10321
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Khai Thái,10324
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Phúc Tiến,10327
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Vân Từ,10330
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Tri Thủy,10333
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Đại Xuyên,10336
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Phú Yên,10339
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Bạch Hạ,10342
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Quang Lãng,10345
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Châu Can,10348
Thành phố Hà Nội,1,Huyện Phú Xuyên,280,Xã Minh Tân,10351
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Thị trấn Vân Đình,10354
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Viên An,10357
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Viên Nội,10360
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Hoa Sơn,10363
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Quảng Phú Cầu,10366
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Trường Thịnh,10369
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Cao Thành,10372
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Liên Bạt,10375
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Sơn Công,10378
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Đồng Tiến,10381
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Phương Tú,10384
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Trung Tú,10387
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Đồng Tân,10390
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Tảo Dương Văn,10393
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Vạn Thái,10396
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Minh Đức,10399
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Hòa Lâm,10402
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Hòa Xá,10405
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Trầm Lộng,10408
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Kim Đường,10411
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Hòa Nam,10414
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Hòa Phú,10417
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Đội Bình,10420
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Đại Hùng,10423
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Đông Lỗ,10426
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Phù Lưu,10429
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Đại Cường,10432
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Lưu Hoàng,10435
Thành phố Hà Nội,1,Huyện Ứng Hòa,281,Xã Hồng Quang,10438
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Thị trấn Đại Nghĩa,10441
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Đồng Tâm,10444
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Thượng Lâm,10447
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Tuy Lai,10450
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Phúc Lâm,10453
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Mỹ Thành,10456
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Bột Xuyên,10459
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã An Mỹ,10462
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Hồng Sơn,10465
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Lê Thanh,10468
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Xuy Xá,10471
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Phùng Xá,10474
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Phù Lưu Tế,10477
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Đại Hưng,10480
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Vạn Kim,10483
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Đốc Tín,10486
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Hương Sơn,10489
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Hùng Tiến,10492
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã An Tiến,10495
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Hợp Tiến,10498
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã Hợp Thanh,10501
Thành phố Hà Nội,1,Huyện Mỹ Đức,282,Xã An Phú,10504
Tỉnh Hà Giang,2,Thành phố Hà Giang,24,Phường Quang Trung,688
Tỉnh Hà Giang,2,Thành phố Hà Giang,24,Phường Trần Phú,691
Tỉnh Hà Giang,2,Thành phố Hà Giang,24,Phường Ngọc Hà,692
Tỉnh Hà Giang,2,Thành phố Hà Giang,24,Phường Nguyễn Trãi,694
Tỉnh Hà Giang,2,Thành phố Hà Giang,24,Phường Minh Khai,697
Tỉnh Hà Giang,2,Thành phố Hà Giang,24,Xã Ngọc Đường,700
Tỉnh Hà Giang,2,Thành phố Hà Giang,24,Xã Phương Độ,946
Tỉnh Hà Giang,2,Thành phố Hà Giang,24,Xã Phương Thiện,949
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Thị trấn Phó Bảng,712
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Lũng Cú,715
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Má Lé,718
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Thị trấn Đồng Văn,721
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Lũng Táo,724
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Phố Là,727
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Thài Phìn Tủng,730
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Sủng Là,733
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Xà Phìn,736
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Tả Phìn,739
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Tả Lủng,742
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Phố Cáo,745
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Sính Lủng,748
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Sảng Tủng,751
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Lũng Thầu,754
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Hố Quáng Phìn,757
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Vần Chải,760
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Lũng Phìn,763
Tỉnh Hà Giang,2,Huyện Đồng Văn,26,Xã Sủng Trái,766
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Thị trấn Mèo Vạc,769
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Thượng Phùng,772
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Pải Lủng,775
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Xín Cái,778
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Pả Vi,781
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Giàng Chu Phìn,784
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Sủng Trà,787
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Sủng Máng,790
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Sơn Vĩ,793
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Tả Lủng,796
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Cán Chu Phìn,799
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Lũng Pù,802
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Lũng Chinh,805
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Tát Ngà,808
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Nậm Ban,811
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Khâu Vai,814
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Niêm Tòng,815
Tỉnh Hà Giang,2,Huyện Mèo Vạc,27,Xã Niêm Sơn,817
Tỉnh Hà Giang,2,Huyện Yên Minh,28,Thị trấn Yên Minh,820
Tỉnh Hà Giang,2,Huyện Yên Minh,28,Xã Thắng Mố,823
Tỉnh Hà Giang,2,Huyện Yên Minh,28,Xã Phú Lũng,826
Tỉnh Hà Giang,2,Huyện Yên Minh,28,Xã Sủng Tráng,829
Tỉnh Hà Giang,2,Huyện Yên Minh,28,Xã Bạch Đích,832
Tỉnh Hà Giang,2,Huyện Yên Minh,28,Xã Na Khê,835
Tỉnh Hà Giang,2,Huyện Yên Minh,28,Xã Sủng Thài,838
Tỉnh Hà Giang,2,Huyện Yên Minh,28,Xã Hữu Vinh,841
Tỉnh Hà Giang,2,Huyện Yên Minh,28,Xã Lao Và Chải,844
Tỉnh Hà Giang,2,Huyện Yên Minh,28,Xã Mậu Duệ,847
Tỉnh Hà Giang,2,Huyện Yên Minh,28,Xã Đông Minh,850
Tỉnh Hà Giang,2,Huyện Yên Minh,28,Xã Mậu Long,853
Tỉnh Hà Giang,2,Huyện Yên Minh,28,Xã Ngam La,856
Tỉnh Hà Giang,2,Huyện Yên Minh,28,Xã Ngọc Long,859
Tỉnh Hà Giang,2,Huyện Yên Minh,28,Xã Đường Thượng,862
